89133932027,6870,7,
89134348720,4257,2,
89134619592,1081,8,
89134765383,4776,3,
89134915587,1257,8,
89135182078,6351,6,
89135598718,5830,5,
89136015435,4247,2,
89136283063,1096,8,
89136432069,4770,3,
89136573987,1111,8,
89136848783,6345,6,
89137265417,6858,7,
89137682138,3205,0,
89137947663,996,8,
89138098776,3716,1,
89138232376,810,8,
89138515501,5275,4,
89138596380,372,8,
89138911605,3676,1,
89139040771,895,8,
89139744953,5770,5,
89140161631,4199,2,
89140262110,495,8,
89140578287,4735,3,
89140702021,748,8,
89140994967,5257,4,
89141927587,285,8,
89142245039,4720,3,
89142365508,1002,8,
89142661710,6272,6,
89143078375,5771,5,
89143495070,4182,2,
89143592835,435,8,
89276018639,3146,0,
89276312031,1254,8,
89276414758,5777,5,
89276435323,4752,3,
89276831477,3187,0,
89276851954,5284,4,
89276933466,770,8,
89277248095,4766,3,
89277268656,6861,7,
89277370375,1231,8,
89277664821,5291,4,
89277685297,3221,0,
89277978467,1247,8,
89278081441,5816,5,
89278102010,3729,1,
89278227498,1251,8,
89278498164,4250,2,
89278518662,6346,6,
89278603389,872,8,
89278914795,4778,3,
89278935371,5810,5,
89279041903,1457,8,
89279331502,6334,6,
89279352018,4270,2,
89279644993,1206,8,
89279748151,5819,5,
89279768725,3737,1,
89279898587,1280,8,
89280164850,4260,2,
89280185383,5299,4,
89280273188,878,8,
89280581530,4756,3,
89280602075,5824,5,
89280712981,1382,8,
89280998183,6346,6,
89281018738,4252,2,
89281311533,1187,8,
89281414877,6855,7,
89281435426,3736,1,
89281569338,1269,8,
89281831528,4255,2,
89281852092,5308,4,
89281943321,876,8,
89282248230,4766,3,
89282268776,6872,7,
89282382737,1330,8,
89282664873,6339,6,
89282685447,4266,2,
89282980494,1109,8,
89283081583,6855,7,
89283102128,4769,3,
89283239578,1332,8,
89283498224,3195,0,
89283518810,6344,6,
89283614582,718,8,
89283914927,4781,3,
89283935478,6862,7,
89284055087,1266,8,
89284331571,6339,6,
89284352161,4254,2,
89284650018,1006,8,
89284748273,6857,7,
89284768827,3746,1,
89284912917,1385,8,
89285164927,3221,0,
89285185510,6345,6,
89285287740,879,8,
89285581614,3751,1,
89285602174,6860,7,
89285728826,1477,8,
89285998292,5304,4,
89286018859,4266,2,
89286320666,948,8,
89286414968,5824,5,
89286435522,4788,3,
89286586537,1575,8,
89286831646,4257,2,
89286852220,5290,4,
89286962273,969,8,
89287248307,3749,1,
89287268882,5807,5,
89287402207,1510,8,
89287665004,5293,4,
89287685556,3222,0,
89287991694,865,8,
89288081659,5832,5,
89288102234,4770,3,
89288260090,1414,8,
89288498342,4274,2,
89288518918,5297,4,
89288637256,1107,8,
89288915010,3742,1,
89288935573,5824,5,
89289076128,1486,8,
89289331696,6348,6,
89289352265,4266,2,
89289661832,872,8,
89289748369,6869,7,
89289768925,4783,3,
89289934406,1680,8,
89290165045,3224,0,
89290185631,6339,6,
89290312395,1068,8,
89290581720,4778,3,
89290602273,6862,7,
89290751349,1407,8,
89290998395,6350,6,
89291018988,4252,2,
89291331228,835,8,
89291415071,6870,7,
89291435625,3730,1,
89291609925,1600,8,
89291831746,4263,2,
89291852333,5294,4,
89291986703,1110,8,
89292248422,3742,1,
89292268972,6864,7,
89292426559,1318,8,
89292665101,6357,6,
89292685683,3212,0,
89292999447,838,8,
89293081773,5825,5,
89293102321,4784,3,
89293283893,1543,8,
89293498465,3229,0,
89293519030,5303,4,
89293656960,1139,8,
89293915143,4773,3,
89293935682,5801,5,
89294099670,1317,8,
89294331821,5313,4,
89294352379,4263,2,
89294665919,870,8,
89294748491,6870,7,
89294769026,3742,1,
89294956913,1459,8,
89295165173,3233,0,
89295185729,5304,4,
89295324071,1182,8,
89295581847,3742,1,
89295602373,6857,7,
89295773005,1300,8,
89295998526,5310,4,
89296019080,4245,2,
89296330772,928,8,
89296415202,6878,7,
89296435727,4781,3,
89296630097,1383,8,
89296831871,4278,2,
89296852430,5307,4,
89296989006,1295,8,
89297248560,4779,3,
89297269088,6857,7,
89297445822,1322,8,
89297665218,5319,4,
89297685784,4249,2,
89297994600,941,8,
89298081913,5833,5,
89298102445,4773,3,
89298302250,1474,8,
89298498567,3223,0,
89298519136,5298,4,
89298651816,1153,8,
89298915267,4789,3,
89298935798,6858,7,
89299117552,1315,8,
89299331917,5314,4,
89299352489,4249,2,
89299657486,920,8,
89299748622,6870,7,
89299769151,4770,3,
89299973473,1308,8,
89300165267,3222,0,
89300185842,5302,4,
89300313480,1079,8,
89300581976,3754,1,
89300602505,6865,7,
89300788199,1389,8,
89300998621,5315,4,
89301019199,4251,2,
89301320192,896,8,
89301415331,6879,7,
89301435859,4792,3,
89301643418,1385,8,
89301831976,4274,2,
89301852560,5289,4,
89301974478,1052,8,
89302248685,3752,1,
89302269219,6874,7,
89302457465,1395,8,
89302665341,6355,6,
89302685908,3215,0,
89302982616,895,8,
89303082033,5826,5,
89303102568,3738,1,
89303311650,1445,8,
89303498701,4261,2,
89303519263,5298,4,
89303634789,979,8,
89303915389,3750,1,
89303935923,5825,5,
89304124749,1494,8,
89304332064,5313,4,
89304352608,4270,2,
89304643351,988,8,
89304748744,5831,5,
89304769274,4792,3,
89304977926,1412,8,
89305165425,3226,0,
89305185961,5313,4,
89305295117,978,8,
89305582097,3741,1,
89305602629,5830,5,
89305790043,1416,8,
89305998787,6350,6,
89306019315,3230,0,
89306302828,1059,8,
89306415451,6871,7,
89306435985,3748,1,
89306642272,1334,8,
89306832151,3231,0,
89306852670,6335,6,
89306955952,912,8,
89307248792,4792,3,
89307269334,5820,5,
89307453494,1484,8,
89307665512,5294,4,
89307686008,4257,2,
89307962300,1110,8,
89308082140,5828,5,
89308102677,3747,1,
89308305088,1375,8,
89308498871,4255,2,
89308519355,5300,4,
89308617716,869,8,
89308915480,4788,3,
89308936031,5832,5,
89309115941,1301,8,
89309332218,6346,6,
89309352699,3223,0,
89309622100,1172,8,
89309748836,5814,5,
89309769376,3749,1,
89309967264,1304,8,
89310165590,4244,2,
89310186053,6353,6,
89310280679,836,8,
89310582184,4787,3,
89310602731,5833,5,
89310777607,1518,8,
89310998935,5301,4,
89311019399,3221,0,
89311282682,1177,8,
89311415535,5820,5,
89311436090,4789,3,
89311628630,1249,8,
89311832286,3217,0,
89311852738,6353,6,
89311944225,733,8,
89312248891,3739,1,
89312269441,6870,7,
89312438554,1307,8,
89312665624,5296,4,
89312686059,3226,0,
89312943083,1085,8,
89313082241,5813,5,
89313102796,4781,3,
89313289069,1386,8,
89313498971,4253,2,
89313519355,6357,6,
89313608533,646,8,
89313915595,4777,3,
89313936151,5828,5,
89314098974,1275,8,
89314332311,5289,4,
89314352650,3228,0,
89314603698,1086,8,
89314748952,5808,5,
89314769505,3749,1,
89314950140,1216,8,
89315165662,3191,0,
89315185946,5298,4,
89315273779,585,8,
89315582352,3673,1,
89315602869,5811,5,
89315759920,1241,8,
89315999000,6318,6,
89316019245,3227,0,
89316264372,1089,8,
89316415655,5808,5,
89316436210,3749,1,
89316610684,1132,8,
89316832346,3197,0,
89316852563,6355,6,
89316939129,537,8,
89317249025,4746,3,
89317269573,5822,5,
89317665689,6331,6,
89317685883,4260,2,
89317925323,1000,8,
89318102922,3744,1,
89318270806,1088,8,
89318519203,6350,6,
89318936271,6867,7,
89319352530,4257,2,
89319588644,1001,8,
89319769621,4779,3,
89319933146,1036,8,
89320185865,5309,4,
89320602964,5832,5,
89321019217,4260,2,
89321255342,1025,8,
89321436321,3745,1,
89321597621,1020,8,
89321832468,3171,0,
89321852567,6336,6,
89321938989,455,8,
89322249179,3713,1,
89322269671,6864,7,
89322665827,6291,6,
89322685917,4251,2,
89322924811,1026,8,
89323082558,5772,5,
89323103022,3748,1,
89323264145,1053,8,
89323499179,4220,2,
89323519270,5307,4,
89323607136,469,8,
89323915910,3682,1,
89323936374,6868,7,
89324332536,5262,4,
89324352624,3224,0,
89324596122,1048,8,
89324749286,6782,7,
89324769729,4790,3,
89324931965,1034,8,
89325185980,5315,4,
89325276479,323,8,
89325582837,4501,3,
89325603084,6870,7,
89325999253,6297,6,
89326019338,4255,2,
89326268337,1036,8,
89326415952,6825,7,
89326436439,3738,1,
89326600471,1094,8,
89326832591,3185,0,
89326852696,5312,4,
89326946465,497,8,
89327249293,4768,3,
89327269791,5817,5,
89327413893,1095,8,
89327665940,6314,6,
89327686061,3226,0,
89327941474,990,8,
89328082646,5793,5,
89328103144,3747,1,
89328269208,1136,8,
89328499297,4233,2,
89328519429,5311,4,
89328617433,424,8,
89328915993,3720,1,
89328936497,5826,5,
89329083041,971,8,
89329332630,5289,4,
89329352800,3224,0,
89329615322,962,8,
89329749331,6852,7,
89329769846,3746,1,
89329938415,1111,8,
89330165965,4255,2,
89330186163,6353,6,
89330289229,589,8,
89330582682,3726,1,
89330603192,6869,7,
89330752141,1138,8,
89330999309,6330,6,
89331019539,4260,2,
89331289188,922,8,
89331416040,5812,5,
89331436541,4794,3,
89331607442,1152,8,
89331832651,4260,2,
89331852915,6343,6,
89331961872,695,8,
89332249377,4789,3,
89332269898,6862,7,
89332420897,1162,8,
89332666006,6343,6,
89332686281,4271,2,
89332962317,899,8,
89333082719,6869,7,
89333103256,4780,3,
89333275695,1221,8,
89333499368,4244,2,
89333519657,5309,4,
89333634522,708,8,
89333916073,4780,3,
89333936612,5825,5,
89334088307,1160,8,
89334332723,5298,4,
89334353035,3219,0,
89334633852,918,8,
89334749426,6855,7,
89334769969,3741,1,
89334942128,1200,8,
89335166076,4245,2,
89335186410,5295,4,
89335305832,799,8,
89335582782,3730,1,
89335603325,5822,5,
89335753795,1153,8,
89335999431,6343,6,
89336019778,3220,0,
89336303810,896,8,
89336416132,6863,7,
89336436686,3735,1,
89336606525,1092,8,
89336832784,4249,2,
89336853152,5287,4,
89336975368,789,8,
89337249477,4780,3,
89337270038,6869,7,
89337416961,1150,8,
89337666123,6348,6,
89337686514,3214,0,
89337972789,872,8,
89338082827,6864,7,
89338103391,3732,1,
89338269365,1172,8,
89338499477,4267,2,
89338519886,6340,6,
89338644100,837,8,
89338916180,4786,3,
89338936744,5824,5,
89339080761,1102,8,
89339332832,6353,6,
89339353247,3214,0,
89339641224,849,8,
89339749531,6870,7,
89339770102,4764,3,
89339935062,1087,8,
89340166181,4266,2,
89340186605,6341,6,
89340313469,782,8,
89340582883,4786,3,
89340603443,5814,5,
89340748178,1043,8,
89340999527,6333,6,
89341019966,3211,0,
89341309655,833,8,
